period,state,sector,description,index_value,yoy_pct
2025-09-01,Andaman And Nicobar Islands,rural,General Index (All Groups),105.99,
2025-09-01,Andaman And Nicobar Islands,urban,General Index (All Groups),104.51,
2025-09-01,Andhra Pradesh,combined,General Index (All Groups),102.32,
2025-09-01,Andhra Pradesh,rural,General Index (All Groups),102.05,
2025-09-01,Andhra Pradesh,urban,General Index (All Groups),102.75,
2025-09-01,Arunachal Pradesh,combined,General Index (All Groups),103.28,
2025-09-01,Arunachal Pradesh,rural,General Index (All Groups),103.32,
2025-09-01,Arunachal Pradesh,urban,General Index (All Groups),103.15,
2025-09-01,Assam,combined,General Index (All Groups),103.26,
2025-09-01,Assam,rural,General Index (All Groups),103.36,
2025-09-01,Assam,urban,General Index (All Groups),102.87,
2025-09-01,Bihar,combined,General Index (All Groups),103.26,
2025-09-01,Bihar,rural,General Index (All Groups),103.4,
2025-09-01,Bihar,urban,General Index (All Groups),102.37,
2025-09-01,Chandigarh,combined,General Index (All Groups),104.4,
2025-09-01,Chandigarh,urban,General Index (All Groups),104.4,
2025-09-01,Chhattisgarh,combined,General Index (All Groups),102.52,
2025-09-01,Chhattisgarh,rural,General Index (All Groups),102.53,
2025-09-01,Chhattisgarh,urban,General Index (All Groups),102.51,
2025-09-01,Goa,combined,General Index (All Groups),103.06,
2025-09-01,Goa,rural,General Index (All Groups),103.47,
2025-09-01,Goa,urban,General Index (All Groups),102.83,
2025-09-01,Gujarat,combined,General Index (All Groups),103.12,
2025-09-01,Gujarat,rural,General Index (All Groups),102.84,
2025-09-01,Gujarat,urban,General Index (All Groups),103.32,
2025-09-01,Haryana,combined,General Index (All Groups),104.95,
2025-09-01,Haryana,rural,General Index (All Groups),105.09,
2025-09-01,Haryana,urban,General Index (All Groups),104.8,
2025-09-01,Himachal Pradesh,combined,General Index (All Groups),105.32,
2025-09-01,Himachal Pradesh,rural,General Index (All Groups),105.33,
2025-09-01,Himachal Pradesh,urban,General Index (All Groups),105.27,
2025-09-01,Jammu And Kashmir,combined,General Index (All Groups),104.97,
2025-09-01,Jammu And Kashmir,rural,General Index (All Groups),105.36,
2025-09-01,Jammu And Kashmir,urban,General Index (All Groups),103.98,
2025-09-01,Jharkhand,combined,General Index (All Groups),103.78,
2025-09-01,Jharkhand,rural,General Index (All Groups),104.3,
2025-09-01,Jharkhand,urban,General Index (All Groups),102.79,
2025-09-01,Karnataka,combined,General Index (All Groups),103.66,
2025-09-01,Karnataka,rural,General Index (All Groups),103.7,
2025-09-01,Karnataka,urban,General Index (All Groups),103.63,
2025-09-01,Kerala,combined,General Index (All Groups),104.75,
2025-09-01,Kerala,rural,General Index (All Groups),105.3,
2025-09-01,Kerala,urban,General Index (All Groups),104.3,
2025-09-01,Ladakh,combined,General Index (All Groups),103.85,
2025-09-01,Ladakh,rural,General Index (All Groups),104.0,
2025-09-01,Ladakh,urban,General Index (All Groups),103.4,
2025-09-01,Lakshadweep,combined,General Index (All Groups),105.14,
2025-09-01,Lakshadweep,rural,General Index (All Groups),103.88,
2025-09-01,Lakshadweep,urban,General Index (All Groups),105.61,
2025-09-01,Madhya Pradesh,combined,General Index (All Groups),103.45,
2025-09-01,Madhya Pradesh,rural,General Index (All Groups),103.42,
2025-09-01,Madhya Pradesh,urban,General Index (All Groups),103.5,
2025-09-01,Maharashtra,combined,General Index (All Groups),103.61,
2025-09-01,Maharashtra,rural,General Index (All Groups),103.86,
2025-09-01,Maharashtra,urban,General Index (All Groups),103.46,
2025-09-01,Manipur,combined,General Index (All Groups),102.14,
2025-09-01,Manipur,rural,General Index (All Groups),101.4,
2025-09-01,Manipur,urban,General Index (All Groups),103.7,
2025-09-01,Meghalaya,combined,General Index (All Groups),103.95,
2025-09-01,Meghalaya,rural,General Index (All Groups),104.29,
2025-09-01,Meghalaya,urban,General Index (All Groups),103.0,
2025-09-01,Mizoram,combined,General Index (All Groups),102.3,
2025-09-01,Mizoram,rural,General Index (All Groups),102.89,
2025-09-01,Mizoram,urban,General Index (All Groups),101.87,
2025-09-01,Nagaland,combined,General Index (All Groups),103.68,
2025-09-01,Nagaland,rural,General Index (All Groups),104.45,
2025-09-01,Nagaland,urban,General Index (All Groups),102.45,
2025-09-01,Nct Of Delhi,combined,General Index (All Groups),103.16,
2025-09-01,Nct Of Delhi,rural,General Index (All Groups),101.02,
2025-09-01,Nct Of Delhi,urban,General Index (All Groups),103.21,
2025-09-01,Odisha,combined,General Index (All Groups),102.81,
2025-09-01,Odisha,rural,General Index (All Groups),102.82,
2025-09-01,Odisha,urban,General Index (All Groups),102.78,
2025-09-01,Puducherry,combined,General Index (All Groups),103.59,
2025-09-01,Puducherry,rural,General Index (All Groups),103.92,
2025-09-01,Puducherry,urban,General Index (All Groups),103.44,
2025-09-01,Punjab,combined,General Index (All Groups),105.22,
2025-09-01,Punjab,rural,General Index (All Groups),105.49,
2025-09-01,Punjab,urban,General Index (All Groups),104.9,
2025-09-01,Rajasthan,combined,General Index (All Groups),104.17,
2025-09-01,Rajasthan,rural,General Index (All Groups),104.21,
2025-09-01,Rajasthan,urban,General Index (All Groups),104.1,
2025-09-01,Sikkim,combined,General Index (All Groups),104.26,
2025-09-01,Sikkim,rural,General Index (All Groups),104.24,
2025-09-01,Sikkim,urban,General Index (All Groups),104.31,
2025-09-01,Tamil Nadu,combined,General Index (All Groups),103.23,
2025-09-01,Tamil Nadu,rural,General Index (All Groups),103.12,
2025-09-01,Tamil Nadu,urban,General Index (All Groups),103.31,
2025-09-01,Telangana,combined,General Index (All Groups),103.92,
2025-09-01,Telangana,rural,General Index (All Groups),103.81,
2025-09-01,Telangana,urban,General Index (All Groups),104.0,
2025-09-01,The Dadra And Nagar Haveli And Daman And Diu,combined,General Index (All Groups),102.98,
2025-09-01,The Dadra And Nagar Haveli And Daman And Diu,rural,General Index (All Groups),103.09,
2025-09-01,The Dadra And Nagar Haveli And Daman And Diu,urban,General Index (All Groups),102.94,
2025-09-01,Tripura,combined,General Index (All Groups),101.97,
2025-09-01,Tripura,rural,General Index (All Groups),101.98,
2025-09-01,Tripura,urban,General Index (All Groups),101.93,
2025-09-01,Uttar Pradesh,combined,General Index (All Groups),104.01,
2025-09-01,Uttar Pradesh,rural,General Index (All Groups),103.98,
2025-09-01,Uttar Pradesh,urban,General Index (All Groups),104.09,
2025-09-01,Uttarakhand,combined,General Index (All Groups),104.34,
2025-09-01,Uttarakhand,rural,General Index (All Groups),104.96,
2025-09-01,Uttarakhand,urban,General Index (All Groups),103.26,
2025-09-01,West Bengal,combined,General Index (All Groups),104.51,
2025-09-01,West Bengal,rural,General Index (All Groups),104.67,
2025-09-01,West Bengal,urban,General Index (All Groups),104.31,
2025-10-01,All India,combined,General Index (All Groups),103.74,
2025-10-01,All India,rural,General Index (All Groups),103.85,
2025-10-01,All India,urban,General Index (All Groups),103.61,
2025-10-01,Andaman And Nicobar Islands,combined,General Index (All Groups),106.34,
2025-10-01,Andaman And Nicobar Islands,rural,General Index (All Groups),107.29,
2025-10-01,Andaman And Nicobar Islands,urban,General Index (All Groups),105.35,
2025-10-01,Andhra Pradesh,combined,General Index (All Groups),102.43,
2025-10-01,Andhra Pradesh,rural,General Index (All Groups),102.1,
2025-10-01,Andhra Pradesh,urban,General Index (All Groups),102.96,
2025-10-01,Arunachal Pradesh,combined,General Index (All Groups),103.17,
2025-10-01,Arunachal Pradesh,rural,General Index (All Groups),103.16,
2025-10-01,Arunachal Pradesh,urban,General Index (All Groups),103.19,
2025-10-01,Assam,combined,General Index (All Groups),103.64,
2025-10-01,Assam,rural,General Index (All Groups),103.78,
2025-10-01,Assam,urban,General Index (All Groups),103.09,
2025-10-01,Bihar,combined,General Index (All Groups),103.49,
2025-10-01,Bihar,rural,General Index (All Groups),103.68,
2025-10-01,Bihar,urban,General Index (All Groups),102.37,
2025-10-01,Chandigarh,combined,General Index (All Groups),103.94,
2025-10-01,Chandigarh,urban,General Index (All Groups),103.94,
2025-10-01,Chhattisgarh,combined,General Index (All Groups),102.42,
2025-10-01,Chhattisgarh,rural,General Index (All Groups),102.42,
2025-10-01,Chhattisgarh,urban,General Index (All Groups),102.43,
2025-10-01,Goa,combined,General Index (All Groups),102.91,
2025-10-01,Goa,rural,General Index (All Groups),103.24,
2025-10-01,Goa,urban,General Index (All Groups),102.73,
2025-10-01,Gujarat,combined,General Index (All Groups),102.84,
2025-10-01,Gujarat,rural,General Index (All Groups),102.71,
2025-10-01,Gujarat,urban,General Index (All Groups),102.92,
2025-10-01,Haryana,combined,General Index (All Groups),104.99,
2025-10-01,Haryana,rural,General Index (All Groups),104.96,
2025-10-01,Haryana,urban,General Index (All Groups),105.02,
2025-10-01,Himachal Pradesh,combined,General Index (All Groups),105.19,
2025-10-01,Himachal Pradesh,rural,General Index (All Groups),105.2,
2025-10-01,Himachal Pradesh,urban,General Index (All Groups),105.17,
2025-10-01,Jammu And Kashmir,combined,General Index (All Groups),104.55,
2025-10-01,Jammu And Kashmir,rural,General Index (All Groups),104.87,
2025-10-01,Jammu And Kashmir,urban,General Index (All Groups),103.73,
2025-10-01,Jharkhand,combined,General Index (All Groups),103.88,
2025-10-01,Jharkhand,rural,General Index (All Groups),104.38,
2025-10-01,Jharkhand,urban,General Index (All Groups),102.91,
2025-10-01,Karnataka,combined,General Index (All Groups),103.61,
2025-10-01,Karnataka,rural,General Index (All Groups),103.62,
2025-10-01,Karnataka,urban,General Index (All Groups),103.6,
2025-10-01,Kerala,combined,General Index (All Groups),104.23,
2025-10-01,Kerala,rural,General Index (All Groups),104.55,
2025-10-01,Kerala,urban,General Index (All Groups),103.98,
2025-10-01,Ladakh,combined,General Index (All Groups),104.02,
2025-10-01,Ladakh,rural,General Index (All Groups),104.19,
2025-10-01,Ladakh,urban,General Index (All Groups),103.53,
2025-10-01,Lakshadweep,combined,General Index (All Groups),104.44,
2025-10-01,Lakshadweep,rural,General Index (All Groups),103.19,
2025-10-01,Lakshadweep,urban,General Index (All Groups),104.91,
2025-10-01,Madhya Pradesh,combined,General Index (All Groups),103.39,
2025-10-01,Madhya Pradesh,rural,General Index (All Groups),103.52,
2025-10-01,Madhya Pradesh,urban,General Index (All Groups),103.19,
2025-10-01,Maharashtra,combined,General Index (All Groups),103.73,
2025-10-01,Maharashtra,rural,General Index (All Groups),104.18,
2025-10-01,Maharashtra,urban,General Index (All Groups),103.44,
2025-10-01,Manipur,combined,General Index (All Groups),102.52,
2025-10-01,Manipur,rural,General Index (All Groups),101.88,
2025-10-01,Manipur,urban,General Index (All Groups),103.88,
2025-10-01,Meghalaya,combined,General Index (All Groups),104.21,
2025-10-01,Meghalaya,rural,General Index (All Groups),104.62,
2025-10-01,Meghalaya,urban,General Index (All Groups),103.04,
2025-10-01,Mizoram,combined,General Index (All Groups),102.48,
2025-10-01,Mizoram,rural,General Index (All Groups),103.17,
2025-10-01,Mizoram,urban,General Index (All Groups),101.97,
2025-10-01,Nagaland,combined,General Index (All Groups),103.96,
2025-10-01,Nagaland,rural,General Index (All Groups),104.66,
2025-10-01,Nagaland,urban,General Index (All Groups),102.84,
2025-10-01,Nct Of Delhi,combined,General Index (All Groups),102.79,
2025-10-01,Nct Of Delhi,rural,General Index (All Groups),101.24,
2025-10-01,Nct Of Delhi,urban,General Index (All Groups),102.83,
2025-10-01,Odisha,combined,General Index (All Groups),102.9,
2025-10-01,Odisha,rural,General Index (All Groups),102.96,
2025-10-01,Odisha,urban,General Index (All Groups),102.73,
2025-10-01,Puducherry,combined,General Index (All Groups),103.45,
2025-10-01,Puducherry,rural,General Index (All Groups),103.64,
2025-10-01,Puducherry,urban,General Index (All Groups),103.36,
2025-10-01,Punjab,combined,General Index (All Groups),104.97,
2025-10-01,Punjab,rural,General Index (All Groups),105.38,
2025-10-01,Punjab,urban,General Index (All Groups),104.48,
2025-10-01,Rajasthan,combined,General Index (All Groups),104.33,
2025-10-01,Rajasthan,rural,General Index (All Groups),104.5,
2025-10-01,Rajasthan,urban,General Index (All Groups),104.01,
2025-10-01,Sikkim,combined,General Index (All Groups),104.33,
2025-10-01,Sikkim,rural,General Index (All Groups),104.19,
2025-10-01,Sikkim,urban,General Index (All Groups),104.58,
2025-10-01,Tamil Nadu,combined,General Index (All Groups),103.47,
2025-10-01,Tamil Nadu,rural,General Index (All Groups),103.25,
2025-10-01,Tamil Nadu,urban,General Index (All Groups),103.64,
2025-10-01,Telangana,combined,General Index (All Groups),104.3,
2025-10-01,Telangana,rural,General Index (All Groups),104.26,
2025-10-01,Telangana,urban,General Index (All Groups),104.34,
2025-10-01,The Dadra And Nagar Haveli And Daman And Diu,combined,General Index (All Groups),102.84,
2025-10-01,The Dadra And Nagar Haveli And Daman And Diu,rural,General Index (All Groups),102.6,
2025-10-01,The Dadra And Nagar Haveli And Daman And Diu,urban,General Index (All Groups),102.92,
2025-10-01,Tripura,combined,General Index (All Groups),102.39,
2025-10-01,Tripura,rural,General Index (All Groups),102.35,
2025-10-01,Tripura,urban,General Index (All Groups),102.53,
2025-10-01,Uttar Pradesh,combined,General Index (All Groups),103.88,
2025-10-01,Uttar Pradesh,rural,General Index (All Groups),103.79,
2025-10-01,Uttar Pradesh,urban,General Index (All Groups),104.1,
2025-10-01,Uttarakhand,combined,General Index (All Groups),104.41,
2025-10-01,Uttarakhand,rural,General Index (All Groups),105.14,
2025-10-01,Uttarakhand,urban,General Index (All Groups),103.16,
2025-10-01,West Bengal,combined,General Index (All Groups),104.36,
2025-10-01,West Bengal,rural,General Index (All Groups),104.62,
2025-10-01,West Bengal,urban,General Index (All Groups),104.03,
2025-11-01,All India,combined,General Index (All Groups),104.01,
2025-11-01,All India,rural,General Index (All Groups),104.16,
2025-11-01,All India,urban,General Index (All Groups),103.83,
2025-11-01,Andaman And Nicobar Islands,combined,General Index (All Groups),106.73,
2025-11-01,Andaman And Nicobar Islands,rural,General Index (All Groups),107.67,
2025-11-01,Andaman And Nicobar Islands,urban,General Index (All Groups),105.76,
2025-11-01,Andhra Pradesh,combined,General Index (All Groups),103.07,
2025-11-01,Andhra Pradesh,rural,General Index (All Groups),102.81,
2025-11-01,Andhra Pradesh,urban,General Index (All Groups),103.48,
2025-11-01,Arunachal Pradesh,combined,General Index (All Groups),103.0,
2025-11-01,Arunachal Pradesh,rural,General Index (All Groups),102.94,
2025-11-01,Arunachal Pradesh,urban,General Index (All Groups),103.17,
2025-11-01,Assam,combined,General Index (All Groups),103.54,
2025-11-01,Assam,rural,General Index (All Groups),103.74,
2025-11-01,Assam,urban,General Index (All Groups),102.78,
2025-11-01,Bihar,combined,General Index (All Groups),103.72,
2025-11-01,Bihar,rural,General Index (All Groups),103.94,
2025-11-01,Bihar,urban,General Index (All Groups),102.42,
2025-11-01,Chandigarh,combined,General Index (All Groups),103.54,
2025-11-01,Chandigarh,urban,General Index (All Groups),103.54,
2025-11-01,Chhattisgarh,combined,General Index (All Groups),103.42,
2025-11-01,Chhattisgarh,rural,General Index (All Groups),103.67,
2025-11-01,Chhattisgarh,urban,General Index (All Groups),102.94,
2025-11-01,Goa,combined,General Index (All Groups),102.79,
2025-11-01,Goa,rural,General Index (All Groups),103.02,
2025-11-01,Goa,urban,General Index (All Groups),102.66,
2025-11-01,Gujarat,combined,General Index (All Groups),103.42,
2025-11-01,Gujarat,rural,General Index (All Groups),103.51,
2025-11-01,Gujarat,urban,General Index (All Groups),103.37,
2025-11-01,Haryana,combined,General Index (All Groups),104.43,
2025-11-01,Haryana,rural,General Index (All Groups),104.45,
2025-11-01,Haryana,urban,General Index (All Groups),104.41,
2025-11-01,Himachal Pradesh,combined,General Index (All Groups),104.84,
2025-11-01,Himachal Pradesh,rural,General Index (All Groups),104.8,
2025-11-01,Himachal Pradesh,urban,General Index (All Groups),105.09,
2025-11-01,Jammu And Kashmir,combined,General Index (All Groups),104.41,
2025-11-01,Jammu And Kashmir,rural,General Index (All Groups),104.71,
2025-11-01,Jammu And Kashmir,urban,General Index (All Groups),103.67,
2025-11-01,Jharkhand,combined,General Index (All Groups),103.76,
2025-11-01,Jharkhand,rural,General Index (All Groups),104.44,
2025-11-01,Jharkhand,urban,General Index (All Groups),102.45,
2025-11-01,Karnataka,combined,General Index (All Groups),104.05,
2025-11-01,Karnataka,rural,General Index (All Groups),104.22,
2025-11-01,Karnataka,urban,General Index (All Groups),103.89,
2025-11-01,Kerala,combined,General Index (All Groups),104.71,
2025-11-01,Kerala,rural,General Index (All Groups),105.11,
2025-11-01,Kerala,urban,General Index (All Groups),104.38,
2025-11-01,Ladakh,combined,General Index (All Groups),104.49,
2025-11-01,Ladakh,rural,General Index (All Groups),104.71,
2025-11-01,Ladakh,urban,General Index (All Groups),103.81,
2025-11-01,Lakshadweep,combined,General Index (All Groups),104.39,
2025-11-01,Lakshadweep,rural,General Index (All Groups),103.63,
2025-11-01,Lakshadweep,urban,General Index (All Groups),104.68,
2025-11-01,Madhya Pradesh,combined,General Index (All Groups),103.89,
2025-11-01,Madhya Pradesh,rural,General Index (All Groups),104.02,
2025-11-01,Madhya Pradesh,urban,General Index (All Groups),103.69,
2025-11-01,Maharashtra,combined,General Index (All Groups),104.06,
2025-11-01,Maharashtra,rural,General Index (All Groups),104.57,
2025-11-01,Maharashtra,urban,General Index (All Groups),103.72,
2025-11-01,Manipur,combined,General Index (All Groups),102.35,
2025-11-01,Manipur,rural,General Index (All Groups),101.73,
2025-11-01,Manipur,urban,General Index (All Groups),103.66,
2025-11-01,Meghalaya,combined,General Index (All Groups),103.83,
2025-11-01,Meghalaya,rural,General Index (All Groups),104.13,
2025-11-01,Meghalaya,urban,General Index (All Groups),102.98,
2025-11-01,Mizoram,combined,General Index (All Groups),102.56,
2025-11-01,Mizoram,rural,General Index (All Groups),103.22,
2025-11-01,Mizoram,urban,General Index (All Groups),102.07,
2025-11-01,Nagaland,combined,General Index (All Groups),104.37,
2025-11-01,Nagaland,rural,General Index (All Groups),105.31,
2025-11-01,Nagaland,urban,General Index (All Groups),102.85,
2025-11-01,Nct Of Delhi,combined,General Index (All Groups),103.11,
2025-11-01,Nct Of Delhi,rural,General Index (All Groups),102.25,
2025-11-01,Nct Of Delhi,urban,General Index (All Groups),103.13,
2025-11-01,Odisha,combined,General Index (All Groups),103.24,
2025-11-01,Odisha,rural,General Index (All Groups),103.37,
2025-11-01,Odisha,urban,General Index (All Groups),102.9,
2025-11-01,Puducherry,combined,General Index (All Groups),103.99,
2025-11-01,Puducherry,rural,General Index (All Groups),104.04,
2025-11-01,Puducherry,urban,General Index (All Groups),103.97,
2025-11-01,Punjab,combined,General Index (All Groups),104.72,
2025-11-01,Punjab,rural,General Index (All Groups),105.3,
2025-11-01,Punjab,urban,General Index (All Groups),104.03,
2025-11-01,Rajasthan,combined,General Index (All Groups),104.29,
2025-11-01,Rajasthan,rural,General Index (All Groups),104.29,
2025-11-01,Rajasthan,urban,General Index (All Groups),104.29,
2025-11-01,Sikkim,combined,General Index (All Groups),104.55,
2025-11-01,Sikkim,rural,General Index (All Groups),104.41,
2025-11-01,Sikkim,urban,General Index (All Groups),104.81,
2025-11-01,Tamil Nadu,combined,General Index (All Groups),104.1,
2025-11-01,Tamil Nadu,rural,General Index (All Groups),104.0,
2025-11-01,Tamil Nadu,urban,General Index (All Groups),104.17,
2025-11-01,Telangana,combined,General Index (All Groups),105.21,
2025-11-01,Telangana,rural,General Index (All Groups),105.34,
2025-11-01,Telangana,urban,General Index (All Groups),105.12,
2025-11-01,The Dadra And Nagar Haveli And Daman And Diu,combined,General Index (All Groups),104.05,
2025-11-01,The Dadra And Nagar Haveli And Daman And Diu,rural,General Index (All Groups),104.05,
2025-11-01,The Dadra And Nagar Haveli And Daman And Diu,urban,General Index (All Groups),104.05,
2025-11-01,Tripura,combined,General Index (All Groups),102.48,
2025-11-01,Tripura,rural,General Index (All Groups),102.47,
2025-11-01,Tripura,urban,General Index (All Groups),102.49,
2025-11-01,Uttar Pradesh,combined,General Index (All Groups),104.17,
2025-11-01,Uttar Pradesh,rural,General Index (All Groups),104.25,
2025-11-01,Uttar Pradesh,urban,General Index (All Groups),104.0,
2025-11-01,Uttarakhand,combined,General Index (All Groups),104.14,
2025-11-01,Uttarakhand,rural,General Index (All Groups),104.76,
2025-11-01,Uttarakhand,urban,General Index (All Groups),103.08,
2025-11-01,West Bengal,combined,General Index (All Groups),104.0,
2025-11-01,West Bengal,rural,General Index (All Groups),104.2,
2025-11-01,West Bengal,urban,General Index (All Groups),103.76,
2025-12-01,All India,combined,General Index (All Groups),104.1,
2025-12-01,All India,rural,General Index (All Groups),104.19,
2025-12-01,All India,urban,General Index (All Groups),103.98,
2025-12-01,Andaman And Nicobar Islands,combined,General Index (All Groups),106.86,
2025-12-01,Andaman And Nicobar Islands,rural,General Index (All Groups),108.05,
2025-12-01,Andaman And Nicobar Islands,urban,General Index (All Groups),105.63,
2025-12-01,Andhra Pradesh,combined,General Index (All Groups),103.41,
2025-12-01,Andhra Pradesh,rural,General Index (All Groups),103.24,
2025-12-01,Andhra Pradesh,urban,General Index (All Groups),103.67,
2025-12-01,Arunachal Pradesh,combined,General Index (All Groups),102.92,
2025-12-01,Arunachal Pradesh,rural,General Index (All Groups),102.89,
2025-12-01,Arunachal Pradesh,urban,General Index (All Groups),103.02,
2025-12-01,Assam,combined,General Index (All Groups),103.41,
2025-12-01,Assam,rural,General Index (All Groups),103.61,
2025-12-01,Assam,urban,General Index (All Groups),102.63,
2025-12-01,Bihar,combined,General Index (All Groups),103.48,
2025-12-01,Bihar,rural,General Index (All Groups),103.71,
2025-12-01,Bihar,urban,General Index (All Groups),102.1,
2025-12-01,Chandigarh,combined,General Index (All Groups),103.74,
2025-12-01,Chandigarh,urban,General Index (All Groups),103.74,
2025-12-01,Chhattisgarh,combined,General Index (All Groups),103.51,
2025-12-01,Chhattisgarh,rural,General Index (All Groups),103.88,
2025-12-01,Chhattisgarh,urban,General Index (All Groups),102.79,
2025-12-01,Goa,combined,General Index (All Groups),103.08,
2025-12-01,Goa,rural,General Index (All Groups),103.27,
2025-12-01,Goa,urban,General Index (All Groups),102.97,
2025-12-01,Gujarat,combined,General Index (All Groups),103.32,
2025-12-01,Gujarat,rural,General Index (All Groups),103.38,
2025-12-01,Gujarat,urban,General Index (All Groups),103.28,
2025-12-01,Haryana,combined,General Index (All Groups),104.26,
2025-12-01,Haryana,rural,General Index (All Groups),104.23,
2025-12-01,Haryana,urban,General Index (All Groups),104.3,
2025-12-01,Himachal Pradesh,combined,General Index (All Groups),104.69,
2025-12-01,Himachal Pradesh,rural,General Index (All Groups),104.58,
2025-12-01,Himachal Pradesh,urban,General Index (All Groups),105.25,
2025-12-01,Jammu And Kashmir,combined,General Index (All Groups),104.26,
2025-12-01,Jammu And Kashmir,rural,General Index (All Groups),104.53,
2025-12-01,Jammu And Kashmir,urban,General Index (All Groups),103.55,
2025-12-01,Jharkhand,combined,General Index (All Groups),103.57,
2025-12-01,Jharkhand,rural,General Index (All Groups),104.19,
2025-12-01,Jharkhand,urban,General Index (All Groups),102.37,
2025-12-01,Karnataka,combined,General Index (All Groups),104.52,
2025-12-01,Karnataka,rural,General Index (All Groups),104.74,
2025-12-01,Karnataka,urban,General Index (All Groups),104.31,
2025-12-01,Kerala,combined,General Index (All Groups),105.21,
2025-12-01,Kerala,rural,General Index (All Groups),105.84,
2025-12-01,Kerala,urban,General Index (All Groups),104.71,
2025-12-01,Ladakh,combined,General Index (All Groups),104.46,
2025-12-01,Ladakh,rural,General Index (All Groups),104.63,
2025-12-01,Ladakh,urban,General Index (All Groups),103.94,
2025-12-01,Lakshadweep,combined,General Index (All Groups),104.74,
2025-12-01,Lakshadweep,rural,General Index (All Groups),103.76,
2025-12-01,Lakshadweep,urban,General Index (All Groups),105.11,
2025-12-01,Madhya Pradesh,combined,General Index (All Groups),103.91,
2025-12-01,Madhya Pradesh,rural,General Index (All Groups),103.95,
2025-12-01,Madhya Pradesh,urban,General Index (All Groups),103.84,
2025-12-01,Maharashtra,combined,General Index (All Groups),104.2,
2025-12-01,Maharashtra,rural,General Index (All Groups),104.65,
2025-12-01,Maharashtra,urban,General Index (All Groups),103.91,
2025-12-01,Manipur,combined,General Index (All Groups),102.16,
2025-12-01,Manipur,rural,General Index (All Groups),101.63,
2025-12-01,Manipur,urban,General Index (All Groups),103.27,
2025-12-01,Meghalaya,combined,General Index (All Groups),103.65,
2025-12-01,Meghalaya,rural,General Index (All Groups),103.87,
2025-12-01,Meghalaya,urban,General Index (All Groups),103.02,
2025-12-01,Mizoram,combined,General Index (All Groups),102.53,
2025-12-01,Mizoram,rural,General Index (All Groups),103.13,
2025-12-01,Mizoram,urban,General Index (All Groups),102.08,
2025-12-01,Nagaland,combined,General Index (All Groups),104.51,
2025-12-01,Nagaland,rural,General Index (All Groups),105.29,
2025-12-01,Nagaland,urban,General Index (All Groups),103.25,
2025-12-01,Nct Of Delhi,combined,General Index (All Groups),102.91,
2025-12-01,Nct Of Delhi,rural,General Index (All Groups),101.42,
2025-12-01,Nct Of Delhi,urban,General Index (All Groups),102.94,
2025-12-01,Odisha,combined,General Index (All Groups),103.55,
2025-12-01,Odisha,rural,General Index (All Groups),103.75,
2025-12-01,Odisha,urban,General Index (All Groups),103.02,
2025-12-01,Puducherry,combined,General Index (All Groups),104.37,
2025-12-01,Puducherry,rural,General Index (All Groups),104.38,
2025-12-01,Puducherry,urban,General Index (All Groups),104.37,
2025-12-01,Punjab,combined,General Index (All Groups),104.39,
2025-12-01,Punjab,rural,General Index (All Groups),104.81,
2025-12-01,Punjab,urban,General Index (All Groups),103.9,
2025-12-01,Rajasthan,combined,General Index (All Groups),104.25,
2025-12-01,Rajasthan,rural,General Index (All Groups),104.22,
2025-12-01,Rajasthan,urban,General Index (All Groups),104.29,
2025-12-01,Sikkim,combined,General Index (All Groups),105.01,
2025-12-01,Sikkim,rural,General Index (All Groups),105.0,
2025-12-01,Sikkim,urban,General Index (All Groups),105.02,
2025-12-01,Tamil Nadu,combined,General Index (All Groups),104.83,
2025-12-01,Tamil Nadu,rural,General Index (All Groups),104.77,
2025-12-01,Tamil Nadu,urban,General Index (All Groups),104.88,
2025-12-01,Telangana,combined,General Index (All Groups),105.79,
2025-12-01,Telangana,rural,General Index (All Groups),105.88,
2025-12-01,Telangana,urban,General Index (All Groups),105.71,
2025-12-01,The Dadra And Nagar Haveli And Daman And Diu,combined,General Index (All Groups),104.08,
2025-12-01,The Dadra And Nagar Haveli And Daman And Diu,rural,General Index (All Groups),104.04,
2025-12-01,The Dadra And Nagar Haveli And Daman And Diu,urban,General Index (All Groups),104.09,
2025-12-01,Tripura,combined,General Index (All Groups),101.6,
2025-12-01,Tripura,rural,General Index (All Groups),101.43,
2025-12-01,Tripura,urban,General Index (All Groups),102.19,
2025-12-01,Uttar Pradesh,combined,General Index (All Groups),104.1,
2025-12-01,Uttar Pradesh,rural,General Index (All Groups),104.15,
2025-12-01,Uttar Pradesh,urban,General Index (All Groups),104.0,
2025-12-01,Uttarakhand,combined,General Index (All Groups),104.47,
2025-12-01,Uttarakhand,rural,General Index (All Groups),104.98,
2025-12-01,Uttarakhand,urban,General Index (All Groups),103.58,
2025-12-01,West Bengal,combined,General Index (All Groups),103.51,
2025-12-01,West Bengal,rural,General Index (All Groups),103.48,
2025-12-01,West Bengal,urban,General Index (All Groups),103.55,
2026-01-01,All India,combined,General Index (All Groups),104.45,2.734
2026-01-01,All India,rural,General Index (All Groups),104.59,2.731
2026-01-01,All India,urban,General Index (All Groups),104.28,2.749
2026-01-01,Andaman And Nicobar Islands,combined,General Index (All Groups),106.88,4.263
2026-01-01,Andaman And Nicobar Islands,rural,General Index (All Groups),108.02,5.55
2026-01-01,Andaman And Nicobar Islands,urban,General Index (All Groups),105.7,2.941
