period,state,sector,description,index_value,yoy_pct
2026-01-01,Andhra Pradesh,combined,General Index (All Groups),104.22,2.822
2026-01-01,Andhra Pradesh,rural,General Index (All Groups),104.09,2.572
2026-01-01,Andhra Pradesh,urban,General Index (All Groups),104.41,3.213
2026-01-01,Arunachal Pradesh,combined,General Index (All Groups),102.79,1.351
2026-01-01,Arunachal Pradesh,rural,General Index (All Groups),102.66,1.313
2026-01-01,Arunachal Pradesh,urban,General Index (All Groups),103.16,1.446
2026-01-01,Assam,combined,General Index (All Groups),102.96,0.793
2026-01-01,Assam,rural,General Index (All Groups),103.09,0.684
2026-01-01,Assam,urban,General Index (All Groups),102.47,1.225
2026-01-01,Bihar,combined,General Index (All Groups),104.09,2.491
2026-01-01,Bihar,rural,General Index (All Groups),104.38,2.706
2026-01-01,Bihar,urban,General Index (All Groups),102.39,1.236
2026-01-01,Chandigarh,combined,General Index (All Groups),103.72,2.359
2026-01-01,Chandigarh,urban,General Index (All Groups),103.72,2.359
2026-01-01,Chhattisgarh,combined,General Index (All Groups),102.89,1.66
2026-01-01,Chhattisgarh,rural,General Index (All Groups),103.13,2.018
2026-01-01,Chhattisgarh,urban,General Index (All Groups),102.42,0.976
2026-01-01,Goa,combined,General Index (All Groups),103.53,1.92
2026-01-01,Goa,rural,General Index (All Groups),103.44,1.561
2026-01-01,Goa,urban,General Index (All Groups),103.58,2.12
2026-01-01,Gujarat,combined,General Index (All Groups),103.16,2.098
2026-01-01,Gujarat,rural,General Index (All Groups),103.01,2.0
2026-01-01,Gujarat,urban,General Index (All Groups),103.26,2.157
2026-01-01,Haryana,combined,General Index (All Groups),104.39,2.544
2026-01-01,Haryana,rural,General Index (All Groups),104.42,2.383
2026-01-01,Haryana,urban,General Index (All Groups),104.37,2.716
2026-01-01,Himachal Pradesh,combined,General Index (All Groups),104.78,2.927
2026-01-01,Himachal Pradesh,rural,General Index (All Groups),104.73,2.858
2026-01-01,Himachal Pradesh,urban,General Index (All Groups),105.04,3.274
2026-01-01,Jammu And Kashmir,combined,General Index (All Groups),104.21,1.342
2026-01-01,Jammu And Kashmir,rural,General Index (All Groups),104.38,1.143
2026-01-01,Jammu And Kashmir,urban,General Index (All Groups),103.79,1.865
2026-01-01,Jharkhand,combined,General Index (All Groups),103.81,2.015
2026-01-01,Jharkhand,rural,General Index (All Groups),104.45,2.422
2026-01-01,Jharkhand,urban,General Index (All Groups),102.57,1.234
2026-01-01,Karnataka,combined,General Index (All Groups),105.09,2.989
2026-01-01,Karnataka,rural,General Index (All Groups),105.32,2.972
2026-01-01,Karnataka,urban,General Index (All Groups),104.86,3.006
2026-01-01,Kerala,combined,General Index (All Groups),105.69,3.679
2026-01-01,Kerala,rural,General Index (All Groups),106.51,4.187
2026-01-01,Kerala,urban,General Index (All Groups),105.02,3.265
2026-01-01,Ladakh,combined,General Index (All Groups),105.1,1.762
2026-01-01,Ladakh,rural,General Index (All Groups),105.3,1.926
2026-01-01,Ladakh,urban,General Index (All Groups),104.51,1.289
2026-01-01,Lakshadweep,combined,General Index (All Groups),105.04,3.021
2026-01-01,Lakshadweep,rural,General Index (All Groups),104.27,2.286
2026-01-01,Lakshadweep,urban,General Index (All Groups),105.33,3.295
2026-01-01,Madhya Pradesh,combined,General Index (All Groups),104.15,2.722
2026-01-01,Madhya Pradesh,rural,General Index (All Groups),104.19,2.58
2026-01-01,Madhya Pradesh,urban,General Index (All Groups),104.09,2.937
2026-01-01,Maharashtra,combined,General Index (All Groups),104.24,2.578
2026-01-01,Maharashtra,rural,General Index (All Groups),104.57,2.842
2026-01-01,Maharashtra,urban,General Index (All Groups),104.03,2.412
2026-01-01,Manipur,combined,General Index (All Groups),102.29,0.117
2026-01-01,Manipur,rural,General Index (All Groups),101.78,-0.43
2026-01-01,Manipur,urban,General Index (All Groups),103.38,1.293
2026-01-01,Meghalaya,combined,General Index (All Groups),104.23,1.668
2026-01-01,Meghalaya,rural,General Index (All Groups),104.55,1.742
2026-01-01,Meghalaya,urban,General Index (All Groups),103.3,1.424
2026-01-01,Mizoram,combined,General Index (All Groups),102.52,0.254
2026-01-01,Mizoram,rural,General Index (All Groups),103.1,0.536
2026-01-01,Mizoram,urban,General Index (All Groups),102.09,0.039
2026-01-01,Nagaland,combined,General Index (All Groups),104.64,2.347
2026-01-01,Nagaland,rural,General Index (All Groups),105.39,2.659
2026-01-01,Nagaland,urban,General Index (All Groups),103.43,1.841
2026-01-01,Nct Of Delhi,combined,General Index (All Groups),103.01,2.152
2026-01-01,Nct Of Delhi,rural,General Index (All Groups),101.7,1.853
2026-01-01,Nct Of Delhi,urban,General Index (All Groups),103.03,2.151
2026-01-01,Odisha,combined,General Index (All Groups),103.59,1.878
2026-01-01,Odisha,rural,General Index (All Groups),103.77,1.885
2026-01-01,Odisha,urban,General Index (All Groups),103.11,1.867
2026-01-01,Puducherry,combined,General Index (All Groups),105.28,3.388
2026-01-01,Puducherry,rural,General Index (All Groups),105.18,2.595
2026-01-01,Puducherry,urban,General Index (All Groups),105.32,3.743
2026-01-01,Punjab,combined,General Index (All Groups),104.54,2.702
2026-01-01,Punjab,rural,General Index (All Groups),105.05,3.01
2026-01-01,Punjab,urban,General Index (All Groups),103.95,2.333
2026-01-01,Rajasthan,combined,General Index (All Groups),104.85,3.179
2026-01-01,Rajasthan,rural,General Index (All Groups),104.98,3.296
2026-01-01,Rajasthan,urban,General Index (All Groups),104.62,2.962
2026-01-01,Sikkim,combined,General Index (All Groups),105.38,3.041
2026-01-01,Sikkim,rural,General Index (All Groups),105.44,2.929
2026-01-01,Sikkim,urban,General Index (All Groups),105.25,3.247
2026-01-01,Tamil Nadu,combined,General Index (All Groups),105.57,3.348
2026-01-01,Tamil Nadu,rural,General Index (All Groups),105.53,3.147
2026-01-01,Tamil Nadu,urban,General Index (All Groups),105.61,3.509
2026-01-01,Telangana,combined,General Index (All Groups),106.6,4.921
2026-01-01,Telangana,rural,General Index (All Groups),106.91,5.185
2026-01-01,Telangana,urban,General Index (All Groups),106.37,4.726
2026-01-01,The Dadra And Nagar Haveli And Daman And Diu,combined,General Index (All Groups),103.96,2.585
2026-01-01,The Dadra And Nagar Haveli And Daman And Diu,rural,General Index (All Groups),103.15,1.997
2026-01-01,The Dadra And Nagar Haveli And Daman And Diu,urban,General Index (All Groups),104.23,2.781
2026-01-01,Tripura,combined,General Index (All Groups),102.03,1.291
2026-01-01,Tripura,rural,General Index (All Groups),102.02,1.412
2026-01-01,Tripura,urban,General Index (All Groups),102.04,0.88
2026-01-01,Uttar Pradesh,combined,General Index (All Groups),104.53,2.662
2026-01-01,Uttar Pradesh,rural,General Index (All Groups),104.65,2.638
2026-01-01,Uttar Pradesh,urban,General Index (All Groups),104.26,2.719
2026-01-01,Uttarakhand,combined,General Index (All Groups),104.53,2.19
2026-01-01,Uttarakhand,rural,General Index (All Groups),105.07,2.407
2026-01-01,Uttarakhand,urban,General Index (All Groups),103.61,1.828
2026-01-01,West Bengal,combined,General Index (All Groups),104.0,2.787
2026-01-01,West Bengal,rural,General Index (All Groups),104.06,2.857
2026-01-01,West Bengal,urban,General Index (All Groups),103.93,2.698
2026-02-01,All India,combined,General Index (All Groups),104.57,3.208
2026-02-01,All India,rural,General Index (All Groups),104.74,3.365
2026-02-01,All India,urban,General Index (All Groups),104.36,3.021
2026-02-01,Andaman And Nicobar Islands,combined,General Index (All Groups),106.16,4.058
2026-02-01,Andaman And Nicobar Islands,rural,General Index (All Groups),106.95,5.038
2026-02-01,Andaman And Nicobar Islands,urban,General Index (All Groups),105.34,3.042
2026-02-01,Andhra Pradesh,combined,General Index (All Groups),104.19,3.455
2026-02-01,Andhra Pradesh,rural,General Index (All Groups),104.03,3.245
2026-02-01,Andhra Pradesh,urban,General Index (All Groups),104.44,3.796
2026-02-01,Arunachal Pradesh,combined,General Index (All Groups),102.98,1.89
2026-02-01,Arunachal Pradesh,rural,General Index (All Groups),102.9,1.922
2026-02-01,Arunachal Pradesh,urban,General Index (All Groups),103.21,1.805
2026-02-01,Assam,combined,General Index (All Groups),103.26,2.319
2026-02-01,Assam,rural,General Index (All Groups),103.41,2.406
2026-02-01,Assam,urban,General Index (All Groups),102.72,2.036
2026-02-01,Bihar,combined,General Index (All Groups),103.85,2.852
2026-02-01,Bihar,rural,General Index (All Groups),104.09,3.08
2026-02-01,Bihar,urban,General Index (All Groups),102.41,1.486
2026-02-01,Chandigarh,combined,General Index (All Groups),103.79,2.712
2026-02-01,Chandigarh,urban,General Index (All Groups),103.79,2.712
2026-02-01,Chhattisgarh,combined,General Index (All Groups),101.99,1.797
2026-02-01,Chhattisgarh,rural,General Index (All Groups),102.13,2.008
2026-02-01,Chhattisgarh,urban,General Index (All Groups),101.72,1.396
2026-02-01,Goa,combined,General Index (All Groups),103.76,2.176
2026-02-01,Goa,rural,General Index (All Groups),103.41,1.552
2026-02-01,Goa,urban,General Index (All Groups),103.95,2.515
2026-02-01,Gujarat,combined,General Index (All Groups),103.74,2.784
2026-02-01,Gujarat,rural,General Index (All Groups),103.96,3.104
2026-02-01,Gujarat,urban,General Index (All Groups),103.59,2.564
2026-02-01,Haryana,combined,General Index (All Groups),104.52,2.823
2026-02-01,Haryana,rural,General Index (All Groups),104.61,2.861
2026-02-01,Haryana,urban,General Index (All Groups),104.44,2.795
2026-02-01,Himachal Pradesh,combined,General Index (All Groups),104.78,2.948
2026-02-01,Himachal Pradesh,rural,General Index (All Groups),104.67,2.789
2026-02-01,Himachal Pradesh,urban,General Index (All Groups),105.36,3.772
2026-02-01,Jammu And Kashmir,combined,General Index (All Groups),104.4,1.854
2026-02-01,Jammu And Kashmir,rural,General Index (All Groups),104.63,1.78
2026-02-01,Jammu And Kashmir,urban,General Index (All Groups),103.83,2.084
2026-02-01,Jharkhand,combined,General Index (All Groups),103.76,2.631
2026-02-01,Jharkhand,rural,General Index (All Groups),104.42,3.172
2026-02-01,Jharkhand,urban,General Index (All Groups),102.5,1.606
2026-02-01,Karnataka,combined,General Index (All Groups),105.39,3.344
2026-02-01,Karnataka,rural,General Index (All Groups),105.71,3.434
2026-02-01,Karnataka,urban,General Index (All Groups),105.08,3.252
2026-02-01,Kerala,combined,General Index (All Groups),105.44,3.494
2026-02-01,Kerala,rural,General Index (All Groups),106.17,3.966
2026-02-01,Kerala,urban,General Index (All Groups),104.85,3.107
2026-02-01,Ladakh,combined,General Index (All Groups),105.32,1.552
2026-02-01,Ladakh,rural,General Index (All Groups),105.46,1.648
2026-02-01,Ladakh,urban,General Index (All Groups),104.91,1.264
2026-02-01,Lakshadweep,combined,General Index (All Groups),105.4,3.597
2026-02-01,Lakshadweep,rural,General Index (All Groups),104.68,2.92
2026-02-01,Lakshadweep,urban,General Index (All Groups),105.68,3.862
2026-02-01,Madhya Pradesh,combined,General Index (All Groups),104.43,3.427
2026-02-01,Madhya Pradesh,rural,General Index (All Groups),104.57,3.412
2026-02-01,Madhya Pradesh,urban,General Index (All Groups),104.2,3.445
2026-02-01,Maharashtra,combined,General Index (All Groups),104.63,3.063
2026-02-01,Maharashtra,rural,General Index (All Groups),105.17,3.534
2026-02-01,Maharashtra,urban,General Index (All Groups),104.28,2.749
2026-02-01,Manipur,combined,General Index (All Groups),102.56,1.005
2026-02-01,Manipur,rural,General Index (All Groups),102.22,0.66
2026-02-01,Manipur,urban,General Index (All Groups),103.29,1.754
2026-02-01,Meghalaya,combined,General Index (All Groups),104.13,2.571
2026-02-01,Meghalaya,rural,General Index (All Groups),104.49,2.824
2026-02-01,Meghalaya,urban,General Index (All Groups),103.1,1.837
2026-02-01,Mizoram,combined,General Index (All Groups),102.29,0.108
2026-02-01,Mizoram,rural,General Index (All Groups),102.9,0.42
2026-02-01,Mizoram,urban,General Index (All Groups),101.83,-0.128
2026-02-01,Nagaland,combined,General Index (All Groups),104.69,2.768
2026-02-01,Nagaland,rural,General Index (All Groups),105.44,3.059
2026-02-01,Nagaland,urban,General Index (All Groups),103.48,2.273
2026-02-01,Nct Of Delhi,combined,General Index (All Groups),102.83,1.953
2026-02-01,Nct Of Delhi,rural,General Index (All Groups),101.31,1.86
2026-02-01,Nct Of Delhi,urban,General Index (All Groups),102.86,1.953
2026-02-01,Odisha,combined,General Index (All Groups),103.61,3.269
2026-02-01,Odisha,rural,General Index (All Groups),103.7,3.41
2026-02-01,Odisha,urban,General Index (All Groups),103.36,2.866
2026-02-01,Puducherry,combined,General Index (All Groups),105.1,3.455
2026-02-01,Puducherry,rural,General Index (All Groups),105.08,2.848
2026-02-01,Puducherry,urban,General Index (All Groups),105.11,3.741
2026-02-01,Punjab,combined,General Index (All Groups),104.7,3.102
2026-02-01,Punjab,rural,General Index (All Groups),105.22,3.42
2026-02-01,Punjab,urban,General Index (All Groups),104.09,2.714
2026-02-01,Rajasthan,combined,General Index (All Groups),105.07,3.497
2026-02-01,Rajasthan,rural,General Index (All Groups),105.26,3.766
2026-02-01,Rajasthan,urban,General Index (All Groups),104.73,3.0
2026-02-01,Sikkim,combined,General Index (All Groups),105.69,3.638
2026-02-01,Sikkim,rural,General Index (All Groups),105.86,3.652
2026-02-01,Sikkim,urban,General Index (All Groups),105.38,3.629
2026-02-01,Tamil Nadu,combined,General Index (All Groups),105.3,3.428
2026-02-01,Tamil Nadu,rural,General Index (All Groups),105.18,3.3
2026-02-01,Tamil Nadu,urban,General Index (All Groups),105.39,3.527
2026-02-01,Telangana,combined,General Index (All Groups),106.77,5.016
2026-02-01,Telangana,rural,General Index (All Groups),107.04,5.406
2026-02-01,Telangana,urban,General Index (All Groups),106.57,4.727
2026-02-01,The Dadra And Nagar Haveli And Daman And Diu,combined,General Index (All Groups),103.89,3.25
2026-02-01,The Dadra And Nagar Haveli And Daman And Diu,rural,General Index (All Groups),103.32,2.929
2026-02-01,The Dadra And Nagar Haveli And Daman And Diu,urban,General Index (All Groups),104.08,3.357
2026-02-01,Tripura,combined,General Index (All Groups),102.17,2.099
2026-02-01,Tripura,rural,General Index (All Groups),102.1,2.1
2026-02-01,Tripura,urban,General Index (All Groups),102.39,2.074
2026-02-01,Uttar Pradesh,combined,General Index (All Groups),104.71,3.427
2026-02-01,Uttar Pradesh,rural,General Index (All Groups),104.85,3.494
2026-02-01,Uttar Pradesh,urban,General Index (All Groups),104.42,3.294
2026-02-01,Uttarakhand,combined,General Index (All Groups),104.74,2.696
2026-02-01,Uttarakhand,rural,General Index (All Groups),105.29,2.883
2026-02-01,Uttarakhand,urban,General Index (All Groups),103.78,2.377
2026-02-01,West Bengal,combined,General Index (All Groups),104.26,3.433
2026-02-01,West Bengal,rural,General Index (All Groups),104.51,3.681
2026-02-01,West Bengal,urban,General Index (All Groups),103.95,3.145
2026-03-01,All India,combined,General Index (All Groups),104.84,3.403
2026-03-01,All India,rural,General Index (All Groups),105.02,3.631
2026-03-01,All India,urban,General Index (All Groups),104.62,3.104
2026-03-01,Andaman And Nicobar Islands,combined,General Index (All Groups),105.8,3.442
2026-03-01,Andaman And Nicobar Islands,rural,General Index (All Groups),106.7,4.148
2026-03-01,Andaman And Nicobar Islands,urban,General Index (All Groups),104.87,2.713
2026-03-01,Andhra Pradesh,combined,General Index (All Groups),104.82,4.05
2026-03-01,Andhra Pradesh,rural,General Index (All Groups),104.74,4.136
2026-03-01,Andhra Pradesh,urban,General Index (All Groups),104.94,3.911
2026-03-01,Arunachal Pradesh,combined,General Index (All Groups),103.33,2.307
2026-03-01,Arunachal Pradesh,rural,General Index (All Groups),103.37,2.529
2026-03-01,Arunachal Pradesh,urban,General Index (All Groups),103.24,1.684
2026-03-01,Assam,combined,General Index (All Groups),103.87,2.821
2026-03-01,Assam,rural,General Index (All Groups),104.14,3.109
2026-03-01,Assam,urban,General Index (All Groups),102.86,1.781
2026-03-01,Bihar,combined,General Index (All Groups),103.93,2.921
2026-03-01,Bihar,rural,General Index (All Groups),104.14,3.109
2026-03-01,Bihar,urban,General Index (All Groups),102.7,1.784
2026-03-01,Chandigarh,combined,General Index (All Groups),104.21,3.158
2026-03-01,Chandigarh,urban,General Index (All Groups),104.21,3.158
2026-03-01,Chhattisgarh,combined,General Index (All Groups),101.82,1.344
2026-03-01,Chhattisgarh,rural,General Index (All Groups),101.74,1.345
2026-03-01,Chhattisgarh,urban,General Index (All Groups),101.98,1.352
2026-03-01,Goa,combined,General Index (All Groups),103.85,2.205
2026-03-01,Goa,rural,General Index (All Groups),103.51,1.67
2026-03-01,Goa,urban,General Index (All Groups),104.05,2.522
2026-03-01,Gujarat,combined,General Index (All Groups),103.97,3.063
2026-03-01,Gujarat,rural,General Index (All Groups),104.18,3.538
2026-03-01,Gujarat,urban,General Index (All Groups),103.83,2.741
2026-03-01,Haryana,combined,General Index (All Groups),104.78,2.685
2026-03-01,Haryana,rural,General Index (All Groups),104.87,2.995
2026-03-01,Haryana,urban,General Index (All Groups),104.69,2.376
2026-03-01,Himachal Pradesh,combined,General Index (All Groups),104.79,3.048
2026-03-01,Himachal Pradesh,rural,General Index (All Groups),104.63,2.881
2026-03-01,Himachal Pradesh,urban,General Index (All Groups),105.65,3.935
2026-03-01,Jammu And Kashmir,combined,General Index (All Groups),104.88,2.202
2026-03-01,Jammu And Kashmir,rural,General Index (All Groups),104.99,2.021
2026-03-01,Jammu And Kashmir,urban,General Index (All Groups),104.6,2.66
2026-03-01,Jharkhand,combined,General Index (All Groups),103.73,3.081
2026-03-01,Jharkhand,rural,General Index (All Groups),104.33,3.605
2026-03-01,Jharkhand,urban,General Index (All Groups),102.58,2.059
2026-03-01,Karnataka,combined,General Index (All Groups),105.81,3.949
2026-03-01,Karnataka,rural,General Index (All Groups),106.2,4.24
2026-03-01,Karnataka,urban,General Index (All Groups),105.43,3.678
2026-03-01,Kerala,combined,General Index (All Groups),105.51,3.614
2026-03-01,Kerala,rural,General Index (All Groups),106.24,4.31
2026-03-01,Kerala,urban,General Index (All Groups),104.93,3.065
2026-03-01,Ladakh,combined,General Index (All Groups),105.41,0.938
2026-03-01,Ladakh,rural,General Index (All Groups),105.41,0.813
2026-03-01,Ladakh,urban,General Index (All Groups),105.41,1.307
2026-03-01,Lakshadweep,combined,General Index (All Groups),105.34,3.295
2026-03-01,Lakshadweep,rural,General Index (All Groups),104.41,2.695
2026-03-01,Lakshadweep,urban,General Index (All Groups),105.69,3.526
2026-03-01,Madhya Pradesh,combined,General Index (All Groups),104.69,3.479
2026-03-01,Madhya Pradesh,rural,General Index (All Groups),104.83,3.515
2026-03-01,Madhya Pradesh,urban,General Index (All Groups),104.48,3.446
2026-03-01,Maharashtra,combined,General Index (All Groups),105.1,3.435
2026-03-01,Maharashtra,rural,General Index (All Groups),105.86,4.296
2026-03-01,Maharashtra,urban,General Index (All Groups),104.62,2.891
2026-03-01,Manipur,combined,General Index (All Groups),102.81,1.964
2026-03-01,Manipur,rural,General Index (All Groups),102.48,1.727
2026-03-01,Manipur,urban,General Index (All Groups),103.51,2.465
2026-03-01,Meghalaya,combined,General Index (All Groups),104.21,2.964
2026-03-01,Meghalaya,rural,General Index (All Groups),104.58,3.299
2026-03-01,Meghalaya,urban,General Index (All Groups),103.17,1.997
2026-03-01,Mizoram,combined,General Index (All Groups),102.67,0.667
2026-03-01,Mizoram,rural,General Index (All Groups),103.35,1.017
2026-03-01,Mizoram,urban,General Index (All Groups),102.16,0.393
2026-03-01,Nagaland,combined,General Index (All Groups),105.04,3.233
2026-03-01,Nagaland,rural,General Index (All Groups),106.01,3.718
2026-03-01,Nagaland,urban,General Index (All Groups),103.47,2.435
2026-03-01,Nct Of Delhi,combined,General Index (All Groups),103.19,1.856
2026-03-01,Nct Of Delhi,rural,General Index (All Groups),101.54,1.825
2026-03-01,Nct Of Delhi,urban,General Index (All Groups),103.23,1.855
2026-03-01,Odisha,combined,General Index (All Groups),103.65,3.319
2026-03-01,Odisha,rural,General Index (All Groups),103.72,3.503
2026-03-01,Odisha,urban,General Index (All Groups),103.47,2.832
2026-03-01,Puducherry,combined,General Index (All Groups),105.62,4.182
2026-03-01,Puducherry,rural,General Index (All Groups),105.85,4.317
2026-03-01,Puducherry,urban,General Index (All Groups),105.52,4.135
2026-03-01,Punjab,combined,General Index (All Groups),105.1,2.979
2026-03-01,Punjab,rural,General Index (All Groups),105.59,3.206
2026-03-01,Punjab,urban,General Index (All Groups),104.52,2.702
2026-03-01,Rajasthan,combined,General Index (All Groups),105.36,3.64
2026-03-01,Rajasthan,rural,General Index (All Groups),105.59,3.866
2026-03-01,Rajasthan,urban,General Index (All Groups),104.95,3.236
2026-03-01,Sikkim,combined,General Index (All Groups),106.14,4.274
2026-03-01,Sikkim,rural,General Index (All Groups),106.4,4.406
2026-03-01,Sikkim,urban,General Index (All Groups),105.64,4.017
2026-03-01,Tamil Nadu,combined,General Index (All Groups),105.29,3.765
2026-03-01,Tamil Nadu,rural,General Index (All Groups),105.21,3.839
2026-03-01,Tamil Nadu,urban,General Index (All Groups),105.36,3.721
2026-03-01,Telangana,combined,General Index (All Groups),107.61,5.842
2026-03-01,Telangana,rural,General Index (All Groups),108.15,6.636
2026-03-01,Telangana,urban,General Index (All Groups),107.2,5.242
2026-03-01,The Dadra And Nagar Haveli And Daman And Diu,combined,General Index (All Groups),103.76,3.192
2026-03-01,The Dadra And Nagar Haveli And Daman And Diu,rural,General Index (All Groups),103.17,3.108
2026-03-01,The Dadra And Nagar Haveli And Daman And Diu,urban,General Index (All Groups),103.96,3.217
2026-03-01,Tripura,combined,General Index (All Groups),102.16,2.252
2026-03-01,Tripura,rural,General Index (All Groups),102.07,2.264
2026-03-01,Tripura,urban,General Index (All Groups),102.46,2.225
2026-03-01,Uttar Pradesh,combined,General Index (All Groups),105.1,3.425
2026-03-01,Uttar Pradesh,rural,General Index (All Groups),105.22,3.522
2026-03-01,Uttar Pradesh,urban,General Index (All Groups),104.86,3.249
2026-03-01,Uttarakhand,combined,General Index (All Groups),105.53,3.319
2026-03-01,Uttarakhand,rural,General Index (All Groups),106.12,3.602
2026-03-01,Uttarakhand,urban,General Index (All Groups),104.51,2.814
2026-03-01,West Bengal,combined,General Index (All Groups),103.85,2.832
2026-03-01,West Bengal,rural,General Index (All Groups),103.93,2.983
2026-03-01,West Bengal,urban,General Index (All Groups),103.76,2.662
2026-04-01,All India,combined,General Index (All Groups),105.12,3.485
2026-04-01,All India,rural,General Index (All Groups),105.28,3.734
2026-04-01,All India,urban,General Index (All Groups),104.92,3.156
2026-04-01,Andaman And Nicobar Islands,combined,General Index (All Groups),105.97,3.234
2026-04-01,Andaman And Nicobar Islands,rural,General Index (All Groups),106.83,3.789
2026-04-01,Andaman And Nicobar Islands,urban,General Index (All Groups),105.07,2.658
2026-04-01,Andhra Pradesh,combined,General Index (All Groups),105.08,4.205
2026-04-01,Andhra Pradesh,rural,General Index (All Groups),104.92,4.284
2026-04-01,Andhra Pradesh,urban,General Index (All Groups),105.32,4.061
2026-04-01,Arunachal Pradesh,combined,General Index (All Groups),103.41,2.073
2026-04-01,Arunachal Pradesh,rural,General Index (All Groups),103.38,2.114
2026-04-01,Arunachal Pradesh,urban,General Index (All Groups),103.49,1.951
2026-04-01,Assam,combined,General Index (All Groups),104.13,3.211
2026-04-01,Assam,rural,General Index (All Groups),104.33,3.43
2026-04-01,Assam,urban,General Index (All Groups),103.4,2.407
2026-04-01,Bihar,combined,General Index (All Groups),104.01,2.736
2026-04-01,Bihar,rural,General Index (All Groups),104.17,2.884
2026-04-01,Bihar,urban,General Index (All Groups),103.09,1.878
2026-04-01,Chandigarh,combined,General Index (All Groups),104.97,3.511
2026-04-01,Chandigarh,urban,General Index (All Groups),104.97,3.511
2026-04-01,Chhattisgarh,combined,General Index (All Groups),101.85,1.769
2026-04-01,Chhattisgarh,rural,General Index (All Groups),101.77,1.892
2026-04-01,Chhattisgarh,urban,General Index (All Groups),102.0,1.533
2026-04-01,Goa,combined,General Index (All Groups),104.28,2.195
2026-04-01,Goa,rural,General Index (All Groups),104.07,1.681
2026-04-01,Goa,urban,General Index (All Groups),104.4,2.484
2026-04-01,Gujarat,combined,General Index (All Groups),104.0,2.858
2026-04-01,Gujarat,rural,General Index (All Groups),104.19,3.22
2026-04-01,Gujarat,urban,General Index (All Groups),103.86,2.598
2026-04-01,Haryana,combined,General Index (All Groups),105.12,2.968
2026-04-01,Haryana,rural,General Index (All Groups),105.33,3.325
2026-04-01,Haryana,urban,General Index (All Groups),104.91,2.612
2026-04-01,Himachal Pradesh,combined,General Index (All Groups),105.48,3.676
2026-04-01,Himachal Pradesh,rural,General Index (All Groups),105.32,3.58
2026-04-01,Himachal Pradesh,urban,General Index (All Groups),106.31,4.154
2026-04-01,Jammu And Kashmir,combined,General Index (All Groups),105.4,2.669
2026-04-01,Jammu And Kashmir,rural,General Index (All Groups),105.6,2.634
2026-04-01,Jammu And Kashmir,urban,General Index (All Groups),104.89,2.743
2026-04-01,Jharkhand,combined,General Index (All Groups),103.78,2.875
2026-04-01,Jharkhand,rural,General Index (All Groups),104.28,3.309
2026-04-01,Jharkhand,urban,General Index (All Groups),102.83,2.054
2026-04-01,Karnataka,combined,General Index (All Groups),106.23,4.004
2026-04-01,Karnataka,rural,General Index (All Groups),106.63,4.243
2026-04-01,Karnataka,urban,General Index (All Groups),105.84,3.775
2026-04-01,Kerala,combined,General Index (All Groups),106.07,3.766
2026-04-01,Kerala,rural,General Index (All Groups),106.78,4.318
2026-04-01,Kerala,urban,General Index (All Groups),105.48,3.31
2026-04-01,Ladakh,combined,General Index (All Groups),105.71,2.017
2026-04-01,Ladakh,rural,General Index (All Groups),105.69,1.948
2026-04-01,Ladakh,urban,General Index (All Groups),105.79,2.242
2026-04-01,Lakshadweep,combined,General Index (All Groups),105.65,3.416
2026-04-01,Lakshadweep,rural,General Index (All Groups),104.76,2.786
2026-04-01,Lakshadweep,urban,General Index (All Groups),105.99,3.648
2026-04-01,Madhya Pradesh,combined,General Index (All Groups),105.3,3.672
2026-04-01,Madhya Pradesh,rural,General Index (All Groups),105.47,3.799
2026-04-01,Madhya Pradesh,urban,General Index (All Groups),105.04,3.477
2026-04-01,Maharashtra,combined,General Index (All Groups),104.99,3.123
2026-04-01,Maharashtra,rural,General Index (All Groups),105.5,3.726
2026-04-01,Maharashtra,urban,General Index (All Groups),104.66,2.739
2026-04-01,Manipur,combined,General Index (All Groups),103.12,2.332
2026-04-01,Manipur,rural,General Index (All Groups),102.83,2.41
2026-04-01,Manipur,urban,General Index (All Groups),103.73,2.187
2026-04-01,Meghalaya,combined,General Index (All Groups),104.62,2.962
2026-04-01,Meghalaya,rural,General Index (All Groups),104.97,3.307
2026-04-01,Meghalaya,urban,General Index (All Groups),103.63,1.998
2026-04-01,Mizoram,combined,General Index (All Groups),102.84,0.685
2026-04-01,Mizoram,rural,General Index (All Groups),103.56,1.014
2026-04-01,Mizoram,urban,General Index (All Groups),102.3,0.442
2026-04-01,Nagaland,combined,General Index (All Groups),105.29,3.469
2026-04-01,Nagaland,rural,General Index (All Groups),106.17,3.753
2026-04-01,Nagaland,urban,General Index (All Groups),103.86,2.995
2026-04-01,Nct Of Delhi,combined,General Index (All Groups),103.22,1.966
2026-04-01,Nct Of Delhi,rural,General Index (All Groups),102.37,2.719
2026-04-01,Nct Of Delhi,urban,General Index (All Groups),103.23,1.945
2026-04-01,Odisha,combined,General Index (All Groups),103.98,3.432
2026-04-01,Odisha,rural,General Index (All Groups),104.07,3.645
2026-04-01,Odisha,urban,General Index (All Groups),103.74,2.886
2026-04-01,Puducherry,combined,General Index (All Groups),106.02,4.412
2026-04-01,Puducherry,rural,General Index (All Groups),106.28,4.709
2026-04-01,Puducherry,urban,General Index (All Groups),105.9,4.273
2026-04-01,Punjab,combined,General Index (All Groups),105.72,3.303
2026-04-01,Punjab,rural,General Index (All Groups),106.25,3.568
